fullNameForSearch,age,position,height,team,overall_rating,awareness_rating,speed_rating,agility_rating,jumping_rating,acceleration_rating,archetype,bCVision_rating,blockShedding_rating,breakSack_rating,breakTackle_rating,carrying_rating,catchInTraffic_rating,catching_rating,changeOfDirection_rating,college,deepRouteRunning_rating,finesseMoves_rating,firstName,hitPower_rating,impactBlocking_rating,injury_rating,iteration,jerseyNum,jukeMove_rating,kickAccuracy_rating,kickPower_rating,kickReturn_rating,lastName,leadBlock_rating,manCoverage_rating,mediumRouteRunning_rating,passBlockFinesse_rating,passBlockPower_rating,passBlock_rating,playAction_rating,playRecognition_rating,plyrAssetname,plyrBirthdate,plyrHandedness,plyrPortrait,powerMoves_rating,press_rating,primaryKey,pursuit_rating,release_rating,runBlockFinesse_rating,runBlockPower_rating,runBlock_rating,runningStyle_rating,shortRouteRunning_rating,signingBonus,spectacularCatch_rating,spinMove_rating,stamina_rating,status,stiffArm_rating,strength_rating,tackle_rating,teamId,throwAccuracyDeep_rating,throwAccuracyMid_rating,throwAccuracyShort_rating,throwOnTheRun_rating,throwPower_rating,throwUnderPressure_rating,totalSalary,toughness_rating,trucking_rating,weight,yearsPro,zoneCoverage_rating
Jake Gervase,26,MLB,73,Rams,60,54,87,89,89,92,MLB_PassCoverage,63,54,15,41,63,56,67,83,Iowa,10,52,Jake,77,64,87,launch-ratings,39,69,17,18,35,Gervase,22,61,10,35,35,35,6,52,GervaseJake_20800,9/18/95,Right,296,44,65,20800,73,25,35,35,35,Default Stride Loose,20,0,63,56,86,published,56,68,67,24,6,6,6,6,24,15,900000,83,42,212,3,66
Jared Mayden,24,SS,72,Eagles,60,55,91,81,80,91,S_RunSupport,56,55,17,50,61,50,68,76,Alabama,10,42,Jared,81,61,89,launch-ratings,41,65,19,20,30,Mayden,22,64,12,25,27,30,6,57,MaydenJared_21164,6/24/98,Right,0,46,59,21164,75,22,33,31,35,Short Stride Default,22,30000,62,60,83,published,44,63,60,13,6,6,6,6,26,12,1770000,82,48,201,1,63
Jashon Cornell,25,LE,75,Lions,60,55,75,65,68,79,DE_PowerRusher,16,64,12,10,42,14,26,62,Ohio State,3,59,Jashon,78,79,86,launch-ratings,96,10,17,17,9,Cornell,28,18,3,45,44,44,6,52,CornellJashon_24427,12/30/96,Right,1412,66,13,24427,77,15,45,46,45,Long Stride Loose,13,80000,16,10,67,published,22,82,75,19,6,6,6,6,23,12,3300000,86,21,297,2,25
Jaylen Twyman,23,LE,74,Vikings,60,59,60,57,79,76,DE_RunStopper,23,67,12,23,30,10,31,50,Pittsburgh,6,60,Jaylen,77,79,88,launch-ratings,93,20,11,15,10,Twyman,33,19,7,45,45,45,6,61,TwymanJaylen_21529,7/19/99,Right,758,62,16,21529,78,12,45,45,45,Long Stride Loose,10,160000,12,19,68,published,22,86,78,31,6,6,6,6,20,10,3490000,84,28,285,1,25
Jeff Driskel,29,QB,76,Texans,60,61,84,81,76,85,QB_Scrambler,80,21,80,72,69,65,70,78,LA. Tech,47,9,Jeff,11,54,84,launch-ratings,6,71,20,21,11,Driskel,46,12,52,50,47,50,75,21,DriskelJeff_17568,4/23/93,Right,7986,9,9,17568,28,58,53,50,53,Default,58,150000,64,57,71,published,54,68,24,32,63,67,74,75,84,78,900000,85,60,235,5,18
JoJo Ozougwu,25,ROLB,74,Buccaneers,60,53,76,74,82,84,OLB_SpeedRusher,38,60,15,36,44,30,40,69,Arkansas St.,5,72,JoJo,77,62,89,launch-ratings,59,37,15,17,10,Ozougwu,27,22,10,45,45,45,6,53,OzougwuJoJo_22545,8/5/97,Right,0,61,25,22545,75,15,45,45,45,Default Stride Loose,15,10000,32,33,73,published,40,73,71,6,6,6,6,6,23,12,2560000,76,35,236,0,33
Jonathan Harris,26,LE,77,Broncos,60,56,66,69,76,70,DE_RunStopper,24,72,12,12,22,17,27,54,Lindenwood,3,70,Jonathan,78,78,85,launch-ratings,92,24,11,12,10,Harris,11,32,7,45,45,45,6,52,HarrisJonathan_20869,8/4/96,Right,329,64,22,20869,76,12,45,45,45,Long Stride Loose,14,0,12,19,72,published,37,81,78,4,6,6,6,6,21,10,1910000,82,35,295,3,45
Jordan Smith,24,LOLB,78,Jaguars,60,60,79,76,81,75,OLB_SpeedRusher,30,71,12,20,51,38,51,68,UAB,5,67,Jordan,80,73,88,launch-ratings,92,38,12,17,10,Smith,17,36,7,45,45,45,6,57,SmithJordan_21681,4/10/98,Right,945,61,30,21681,78,22,45,45,45,Long Stride Loose,15,720000,44,32,72,published,32,72,77,17,6,6,6,6,23,16,3490000,81,27,255,1,45
Jordan Franks,26,TE,76,Chiefs,60,64,85,77,77,86,TE_VerticalThreat,63,58,25,60,67,71,74,71,UCF,52,31,Jordan,60,67,86,launch-ratings,46,63,12,17,45,Franks,54,51,56,50,53,57,24,47,FranksJordan_13729,2/1/96,Right,9778,40,37,13729,63,59,52,55,56,Long Stride Default,60,0,69,58,84,published,65,74,59,9,17,22,25,21,31,24,830000,81,67,246,3,58
Josh Andrews,31,LG,74,Saints,60,57,68,67,73,72,G_Power,10,28,12,6,40,10,25,52,Oregon State,5,35,Josh,55,76,81,launch-ratings,68,10,25,25,10,Andrews,77,12,5,59,62,61,6,21,AndrewsJosh_2817,6/21/91,Right,7400,44,10,2817,41,12,67,71,70,Long Stride Awkward,10,0,12,10,81,published,10,83,35,27,6,6,6,6,30,10,900000,90,10,298,8,15
Joshua Dobbs,27,QB,75,Browns,60,55,83,85,80,86,QB_Scrambler,82,27,70,71,56,42,56,78,Tennessee,10,10,Joshua,39,36,84,launch-ratings,15,73,15,20,15,Dobbs,26,18,20,20,20,24,80,18,DobbsJoshua_12708,1/26/95,Right,8533,10,15,12708,34,28,15,15,20,Long Stride Default,30,0,40,71,75,published,67,77,33,5,75,74,79,76,84,71,900000,84,75,216,5,25
Kendall Blanton,26,TE,78,Rams,60,68,76,72,76,81,TE_Possession,65,25,19,57,68,73,77,69,Missouri,49,10,Kendall,12,66,89,launch-ratings,86,64,14,17,10,Blanton,47,12,54,54,55,55,6,15,BlantonKendall_20529,11/10/95,Right,9389,10,10,20529,24,63,51,54,57,Long Stride Loose,60,0,72,55,84,published,62,78,23,24,6,10,15,10,19,10,900000,81,64,262,3,18
Kyle Peko,29,RE,73,Raiders,60,61,66,72,79,67,DE_PowerRusher,28,64,12,17,28,14,26,59,Oregon State,3,71,Kyle,73,81,83,launch-ratings,92,23,19,23,9,Peko,31,18,5,45,44,44,6,59,PekoKyle_12410,7/23/93,Right,8394,63,13,12410,73,15,45,46,45,Default Stride Awkward,13,0,16,17,73,published,32,87,77,23,6,6,6,6,24,10,950000,90,43,305,3,26
Lakiem Williams,25,LOLB,72,Seahawks,60,51,83,79,78,85,OLB_SpeedRusher,65,59,13,51,63,37,47,67,Syracuse,18,62,Lakiem,77,68,90,launch-ratings,46,60,14,20,25,Williams,27,52,23,35,35,35,6,62,WilliamsLakiem_21976,8/18/97,Right,0,49,48,21976,80,27,40,40,40,Default,29,0,39,54,75,published,44,63,78,28,8,10,10,10,22,10,880000,75,52,220,1,55
Matt Gotel,23,DT,74,Seahawks,60,49,61,55,68,63,DT_RunStopper,17,69,12,20,29,12,24,51,West Florida,5,44,Matt,79,78,87,launch-ratings,73,10,8,9,10,Gotel,43,8,5,45,53,49,8,51,GotelMatt_22552,1/2/99,Right,0,66,8,22552,70,10,48,55,52,Default Stride Awkward,10,0,18,10,62,published,34,90,77,28,6,6,6,6,22,8,2570000,84,35,341,0,9
Nick McCloud,24,CB,72,Bills,60,49,90,89,82,92,CB_Zone,55,51,15,43,52,53,64,86,Notre Dame,16,34,Nick,58,50,90,launch-ratings,38,70,15,15,50,McCloud,23,57,21,35,35,35,6,47,McCloudNick_21992,7/9/98,Right,976,26,71,21992,70,24,35,35,35,Default Stride Loose,24,0,66,61,83,published,33,58,57,3,6,6,6,6,31,15,1000000,79,34,193,1,64
Noah Togiai,25,TE,76,Eagles,60,58,82,76,81,87,TE_VerticalThreat,62,30,15,53,72,75,74,75,Oregon State,51,10,Noah,15,65,82,launch-ratings,83,63,14,15,30,Togiai,50,15,62,53,52,54,15,20,TogiaiNoah_21397,7/6/97,Right,1534,10,15,21397,31,61,52,55,56,Long Stride Loose,61,20000,74,57,80,published,71,66,35,13,14,17,19,16,30,15,1000000,85,61,244,2,20
Quinton Bell,26,ROLB,76,Falcons,60,45,88,76,89,91,OLB_SpeedRusher,48,60,12,29,57,51,66,67,P. View AM,37,63,Quinton,80,74,87,launch-ratings,56,65,14,18,10,Bell,17,44,44,45,45,45,6,43,BellQuinton_20743,5/9/96,Right,105,57,38,20743,76,50,45,45,45,Long Stride Loose,50,0,54,58,75,published,23,75,73,14,6,6,6,6,24,10,1000000,85,46,253,4,52
Raequan Williams,25,DT,76,Jaguars,60,58,71,62,65,72,DT_RunStopper,26,67,12,12,37,10,28,55,Michigan St.,4,70,Raequan,77,79,88,launch-ratings,99,18,21,19,10,Williams,23,19,6,45,45,45,6,62,WilliamsRaequan_21246,2/14/97,Right,668,65,15,21246,76,12,45,45,45,Long Stride Loose,10,0,12,10,69,published,32,77,76,17,6,6,6,6,24,10,1000000,83,28,305,2,30
Rodney Clemons,25,FS,72,Titans,60,58,84,83,81,88,S_Zone,52,58,10,43,59,52,63,83,SMU,10,56,Rodney,75,59,85,launch-ratings,47,71,21,21,44,Clemons,14,60,10,35,35,35,6,53,ClemonsRodney_21228,12/28/96,Right,735,53,62,21228,71,15,35,35,35,Default Stride Loose,20,0,66,67,87,published,47,67,65,30,6,6,6,6,22,16,1580000,84,51,209,2,65
Roger Carter,23,FB,74,Rams,60,54,78,76,88,80,FB_Utility,71,39,12,50,73,68,69,72,Georgia State,44,25,Roger,44,53,91,launch-ratings,49,68,20,21,30,Carter,70,20,54,44,45,59,10,29,CarterRoger_22505,3/31/99,Right,0,31,23,22505,43,57,43,46,56,Default,55,20000,62,60,81,published,62,68,34,24,10,15,20,10,24,13,2570000,83,70,256,0,20
Storm Norton,28,RT,79,Chargers,60,78,67,69,71,74,OT_Power,14,39,12,8,22,22,27,55,Toledo,15,15,Storm,20,80,90,launch-ratings,74,10,21,22,10,Norton,82,13,15,57,59,58,6,20,NortonStorm_13013,5/16/94,Right,9254,25,10,13013,29,21,71,67,69,Default Stride Awkward,15,0,15,10,88,published,27,82,29,8,6,6,6,6,30,10,900000,86,33,317,5,15
Thaddeus Moss,24,TE,74,Bengals,60,50,81,74,77,84,TE_Possession,68,47,19,57,69,76,80,66,LSU,49,21,Thaddeus,42,65,85,launch-ratings,81,63,17,19,28,Moss,59,23,53,52,57,59,6,26,MossThaddeus_20963,5/14/98,Right,473,27,19,20963,48,62,56,59,61,Short Stride High and Tight,59,0,77,54,79,published,68,73,35,2,6,10,15,10,35,12,880000,81,65,249,2,27
William Sherman,23,LG,75,Patriots,60,66,66,61,66,64,G_Power,15,31,12,12,25,10,31,44,Colorado,5,30,William,25,84,90,launch-ratings,68,20,17,12,10,Sherman,74,11,5,59,64,62,6,15,ShermanWilliam_21930,5/27/99,Right,1626,30,10,21930,23,15,61,67,64,Long Stride Awkward,10,0,15,25,79,published,17,81,36,22,6,6,6,6,12,14,710000,75,24,300,1,12
Wyatt Ray,25,LOLB,75,Jaguars,60,59,78,76,82,83,OLB_SpeedRusher,10,65,12,19,40,10,24,65,Boston College,2,66,Wyatt,73,76,88,launch-ratings,58,10,18,15,10,Ray,13,20,3,45,45,45,6,57,RayWyatt_20569,10/24/96,Right,9608,61,10,20569,76,12,45,45,45,Long Stride Awkward,10,0,12,25,71,published,10,79,76,17,6,6,6,6,11,17,900000,85,30,255,4,29
Beau Benzschawel,26,LG,78,Commanders,59,69,64,68,67,66,G_Agile,26,35,12,30,40,33,45,54,Wisconsin,22,24,Beau,34,78,88,launch-ratings,63,10,12,17,10,Benzschawel,78,15,27,65,62,64,6,15,BenzschawelBeau_20374,9/10/95,Right,9387,36,10,20374,40,30,64,61,63,Default Stride Awkward,31,0,36,10,78,published,15,82,38,26,6,6,6,6,22,14,1000000,85,37,300,3,20
Benito Jones,24,DT,73,Dolphins,59,53,64,52,67,70,DT_RunStopper,30,66,12,17,25,24,37,47,Ole Miss,3,67,Benito,78,81,85,launch-ratings,95,26,20,20,10,Jones,36,20,5,45,45,45,6,50,JonesBenito_21132,11/27/97,Right,406,64,20,21132,76,12,45,45,45,Default Stride Awkward,13,0,31,19,77,published,36,85,79,12,6,6,6,6,23,10,720000,93,47,316,2,28
Brandon Dillon,25,TE,77,Saints,59,52,80,82,79,84,TE_Possession,67,26,11,59,67,75,74,74,Marian,51,17,Brandon,25,66,86,launch-ratings,44,64,19,21,18,Dillon,62,14,55,50,52,55,16,20,DillonBrandon_20841,4/30/97,Right,251,17,17,20841,30,61,57,54,56,Long Stride Default,60,0,73,59,78,published,64,71,27,27,11,20,25,14,30,10,900000,83,65,250,4,21
Brandon Walton,24,LT,77,Buccaneers,59,67,62,56,65,58,OT_Power,25,28,12,10,28,10,25,49,FAU,5,25,Brandon,27,77,88,launch-ratings,73,15,14,14,15,Walton,75,10,5,60,65,63,6,25,WaltonBrandon_22578,3/18/98,Right,0,24,10,22578,24,15,69,65,67,Long Stride Awkward,10,0,12,13,77,published,29,85,25,6,6,6,6,6,20,11,1580000,79,30,300,1,12
Brittain Brown,24,HB,73,Raiders,59,65,83,78,83,85,HB_PowerBack,75,32,23,75,86,45,65,79,UCLA,36,10,Brittain,35,39,87,launch-ratings,38,74,17,16,43,Brown,33,20,44,37,30,41,10,23,BrownBrittain_22057,10/10/97,Right,0,10,20,22057,41,43,34,28,36,Short Stride Default,50,60000,46,68,81,published,74,73,37,23,10,15,20,10,25,13,3490000,81,76,208,0,27
Brock Purdy,22,QB,73,49ers,59,51,78,81,70,86,QB_Scrambler,77,18,70,63,63,12,24,77,Iowa State,10,10,Brock,13,24,91,launch-ratings,14,67,21,22,10,Purdy,18,10,11,14,10,13,80,14,PurdyBrock_22383,12/27/99,Right,1899,10,10,22383,28,13,16,12,19,Default,12,80000,15,65,78,published,30,63,25,15,71,76,79,78,84,72,3650000,85,51,220,0,12
Bruce Hector,27,DT,74,Lions,59,51,72,56,81,74,DT_RunStopper,16,60,12,17,37,13,29,52,USF,5,68,Bruce,79,80,81,launch-ratings,92,23,14,17,9,Hector,26,15,5,45,45,45,6,52,HectorBruce_13563,10/7/94,Right,9797,60,14,13563,75,15,45,45,45,Default Stride Awkward,14,0,13,20,70,published,27,84,82,19,6,6,6,6,23,10,1140000,83,34,296,4,18
Bryce Thompson,22,CB,71,Saints,59,54,87,79,82,92,CB_MantoMan,71,39,14,64,69,54,68,85,Tennessee,19,32,Bryce,44,41,87,launch-ratings,31,75,11,21,62,Thompson,21,62,24,35,35,35,6,64,ThompsonBryce_21937,9/20/99,Right,1614,27,59,21937,68,31,35,35,35,Default Stride Loose,33,0,67,73,87,published,33,53,42,27,6,6,6,6,32,12,880000,67,32,190,1,64
Bunmi Rotimi,27,RE,75,Commanders,59,51,70,68,78,73,DE_PowerRusher,37,63,12,38,39,20,33,59,Old Dominion,4,54,Bunmi,76,78,85,launch-ratings,57,40,32,37,10,Rotimi,22,20,8,45,45,45,6,49,RotimiBunmi_13434,7/16/95,Right,9043,69,18,13434,78,19,45,45,45,Long Stride Awkward,15,0,23,42,74,published,47,77,78,26,6,6,6,6,20,10,820000,84,35,273,2,22
C.J. Avery,23,MLB,72,Bears,59,57,81,79,90,88,MLB_RunStopper,45,56,12,39,49,50,56,72,Louisville,5,42,C.J.,84,63,91,launch-ratings,47,51,15,17,10,Avery,32,48,5,45,45,45,6,60,AveryCJ_22529,3/22/99,Right,0,50,38,22529,75,12,45,45,45,Default Stride Bread Loaf,15,10000,52,42,83,published,35,75,76,1,6,6,6,6,17,12,2560000,84,29,230,0,63
Calvin Munson,27,MLB,72,Dolphins,59,60,78,76,77,80,MLB_RunStopper,38,57,12,16,53,52,51,69,San Diego St.,6,50,Calvin,84,75,86,launch-ratings,50,43,22,20,10,Munson,15,47,13,45,45,45,6,61,MunsonCalvin_12966,12/27/94,Right,9249,61,52,12966,75,16,45,45,45,Long Stride Loose,23,250000,49,36,81,published,47,78,81,12,6,6,6,6,27,12,1210000,85,44,228,5,51
Chris Cooper,28,FS,70,Buccaneers,59,48,89,85,84,89,S_Zone,59,57,18,48,53,45,62,78,Stony Brook,11,48,Chris,84,57,85,launch-ratings,39,81,17,19,45,Cooper,16,62,16,35,35,35,6,46,CooperChris_13712,3/17/94,Right,9736,43,58,13712,74,20,35,35,35,Default Stride Loose,26,0,63,66,85,published,57,61,66,6,6,6,6,6,26,10,1000000,81,48,202,5,67
Chris Oladokun,24,QB,73,Steelers,59,46,83,82,79,84,QB_Scrambler,69,23,66,52,61,21,41,76,S. Dakota St.,13,10,Chris,18,28,90,launch-ratings,5,64,23,23,22,Oladokun,21,9,16,12,16,12,75,15,OladokunChris_22480,9/3/97,Right,0,10,9,22480,32,17,23,18,21,Default,19,80000,21,55,79,published,35,60,28,29,70,77,75,78,87,77,3660000,87,37,195,0,10
Christian Rozeboom,25,MLB,74,Rams,59,55,83,78,80,88,MLB_RunStopper,47,65,12,30,50,33,63,71,S. Dakota St.,5,57,Christian,77,70,88,launch-ratings,56,50,20,16,10,Rozeboom,21,50,5,45,45,45,6,55,RozeboomChristian_21358,1/30/97,Right,1040,51,46,21358,78,12,45,45,45,Default Stride Loose,26,0,37,37,81,published,42,67,80,24,6,6,6,6,22,15,820000,84,37,230,2,57
Cody White,23,WR,75,Steelers,59,53,84,77,85,86,WR_Physical,74,31,23,67,69,80,77,71,Michigan St.,63,21,Cody,36,48,88,launch-ratings,15,73,16,22,65,White,33,22,66,25,27,40,15,24,WhiteCody_20933,11/28/98,Right,662,22,34,20933,35,64,31,34,50,Default,64,0,76,69,82,published,56,69,37,29,10,10,15,15,30,19,820000,79,48,215,2,24
Cole Christiansen,25,MLB,73,Chargers,59,56,77,67,80,83,MLB_RunStopper,57,66,12,40,60,40,57,56,Army,10,50,Cole,77,74,90,launch-ratings,50,47,13,18,42,Christiansen,24,47,17,45,45,48,6,60,ChristiansenCole_21357,7/30/97,Right,847,56,40,21357,80,12,45,45,45,Default Stride Loose,30,0,35,40,82,published,39,73,79,8,6,6,6,6,25,16,1070000,87,48,230,2,53
Colin Thompson,28,TE,76,Panthers,59,64,71,70,70,79,TE_Possession,58,33,16,47,67,73,74,63,Temple,48,10,Colin,23,69,86,launch-ratings,86,54,14,15,15,Thompson,57,12,53,57,60,61,10,20,ThompsonColin_21389,12/15/93,Right,1529,10,19,21389,32,56,61,58,61,Long Stride Default,59,0,73,46,79,published,55,72,32,21,10,15,20,10,27,14,1070000,77,60,255,4,18
Damarea Crockett,24,HB,71,Broncos,59,62,89,79,86,91,HB_ElusiveBack,72,26,20,74,82,44,60,80,Missouri,33,10,Damarea,25,36,87,launch-ratings,28,73,15,21,40,Crockett,28,10,42,36,40,51,10,18,CrockettDamarea_20823,12/22/97,Right,1416,10,14,20823,27,40,17,19,28,Default Stride High and Tight,48,0,49,66,80,published,74,71,26,4,15,20,25,14,31,17,1000000,76,76,224,3,15
David Wells,27,TE,78,Cardinals,59,51,81,69,80,87,TE_Blocking,68,37,40,54,75,68,75,62,San Diego St.,48,17,David,37,71,86,launch-ratings,84,58,13,17,18,Wells,59,13,52,65,59,62,33,18,WellsDavid_13454,5/2/95,Right,9108,15,17,13454,40,57,64,59,64,Long Stride Default,57,0,71,43,81,published,67,76,31,7,40,44,48,36,53,36,1770000,83,64,260,4,20
Devin Cochran,24,LT,79,Bengals,59,64,69,61,74,74,OT_Power,14,42,15,19,35,21,24,53,Georgia Tech,10,28,Devin,35,81,90,launch-ratings,76,10,14,18,10,Cochran,75,10,12,59,65,63,6,32,CochranDevin_22422,7/17/98,Right,0,33,10,22422,34,11,64,66,65,Long Stride Awkward,15,20000,22,10,78,published,20,83,32,2,6,6,6,6,16,10,2560000,79,21,306,0,10
Eric Banks,24,RE,77,Lions,59,58,73,69,76,81,DE_PowerRusher,21,63,31,13,32,19,35,61,UTSA,4,56,Eric,77,78,85,launch-ratings,94,36,12,17,10,Banks,14,30,8,45,45,45,24,55,BanksEric_21404,1/30/98,Right,807,63,21,21404,77,12,45,45,45,Long Stride Loose,10,0,16,29,69,published,31,74,77,19,29,36,40,36,43,32,1080000,79,28,270,2,42
Feleipe Franks,24,QB,78,Falcons,59,55,84,78,79,85,QB_StrongArm,73,22,65,59,60,27,54,79,Arkansas,16,9,Feleipe,23,29,89,launch-ratings,15,71,53,61,40,Franks,22,12,19,14,18,17,79,15,FranksFeleipe_21622,12/22/97,Right,874,9,10,21622,28,18,16,20,24,Default,27,0,32,63,78,published,46,65,26,14,74,71,77,72,90,70,2430000,88,49,234,1,18
Haskell Garrett,24,DT,74,Titans,59,55,70,60,62,77,DT_RunStopper,38,65,16,25,44,39,48,54,Ohio State,3,70,Haskell,83,75,87,launch-ratings,79,18,10,12,10,Garrett,30,12,5,43,44,44,6,53,GarrettHaskell_22171,5/4/98,Right,1730,58,12,22171,72,15,44,44,45,Default Stride Awkward,11,10000,42,15,72,published,34,82,75,30,6,6,6,6,23,11,2560000,91,31,300,0,19
Ian Book,24,QB,72,Saints,59,58,83,83,79,83,QB_Scrambler,78,21,69,57,63,14,30,84,Notre Dame,12,10,Ian,14,21,91,launch-ratings,16,64,52,58,31,Book,16,12,14,15,14,17,74,16,BookIan_21621,3/30/98,Right,891,10,10,21621,29,16,15,19,24,Default,15,660000,16,57,80,published,40,58,23,27,71,70,78,77,82,76,3490000,83,44,210,1,14
Jake Hanson,25,C,76,Packers,59,72,56,59,71,55,C_Agile,13,34,12,8,28,15,29,51,Oregon,5,21,Jake,20,80,91,launch-ratings,67,13,16,19,10,Hanson,81,7,5,67,64,66,6,31,HansonJake_21295,4/29/97,Right,325,24,10,21295,29,15,64,62,63,Default Stride Awkward,15,0,15,14,81,published,28,85,35,20,6,6,6,6,17,10,830000,88,25,296,2,12
Jake Luton,26,QB,78,Jaguars,59,56,74,64,71,76,QB_StrongArm,66,22,55,36,67,18,26,67,Oregon State,13,10,Jake,18,22,87,launch-ratings,6,49,42,47,13,Luton,15,13,15,18,14,16,73,15,LutonJake_21309,4/11/96,Right,436,10,10,21309,26,15,10,10,17,Default Stride Loose,17,0,17,31,73,published,38,55,24,17,74,74,78,74,87,75,880000,86,28,224,2,18
Jerald Hawkins,28,RT,78,Saints,59,61,63,49,61,58,OT_Power,25,17,12,8,29,10,25,43,LSU,5,10,Jerald,22,72,85,launch-ratings,63,13,7,8,10,Hawkins,73,16,5,69,62,67,6,24,HawkinsJerald_17795,10/16/93,Right,8040,10,10,17795,21,12,66,71,70,Default Stride Awkward,10,0,12,11,79,published,21,83,26,27,6,6,6,6,10,10,1140000,86,37,305,6,12
Jimmy Morrissey,24,C,75,Texans,59,70,62,69,76,82,C_Agile,10,24,12,5,36,10,35,60,Pittsburgh,5,22,Jimmy,31,82,90,launch-ratings,79,10,25,25,10,Morrissey,80,12,5,63,61,62,6,32,MorrisseyJimmy_21843,6/9/98,Right,821,31,10,21843,29,12,68,64,66,Default Stride Awkward,10,0,12,10,82,published,10,81,37,32,6,6,6,6,30,13,830000,82,15,305,1,15
Josh Woods,26,MLB,73,Lions,59,59,84,80,77,85,MLB_FieldGeneral,35,64,12,24,60,51,60,70,Maryland,5,49,Josh,79,68,85,launch-ratings,51,47,12,14,10,Woods,28,54,5,45,45,45,6,57,WoodsJosh_13893,7/1/96,Right,174,47,59,13893,78,25,45,45,45,Default Stride Loose,15,300000,47,36,81,published,31,64,77,19,6,6,6,6,15,14,1200000,83,26,236,4,61
Kyle Fuller,28,C,77,Seahawks,59,74,63,61,66,67,C_Agile,10,10,12,9,40,15,30,51,Baylor,5,10,Kyle,20,80,87,launch-ratings,61,10,22,22,10,Fuller,64,15,5,65,61,63,6,15,FullerKyle_12795,3/4/94,Right,8557,10,10,12795,23,15,68,63,65,Long Stride Awkward,15,150000,15,10,84,published,10,83,10,28,6,6,6,6,26,10,1040000,86,10,320,5,9
Kyle Hinton,24,LG,74,Vikings,59,61,76,61,83,78,G_Agile,10,30,12,5,40,10,39,57,Washburn,5,22,Kyle,38,81,89,launch-ratings,68,10,25,25,10,Hinton,83,12,13,63,59,61,6,30,HintonKyle_24426,2/27/98,Right,1450,33,10,24426,29,12,64,61,62,Default Stride Awkward,21,0,12,10,81,published,10,87,37,31,6,6,6,6,30,13,880000,86,15,315,2,15
La'Darius Hamilton,24,ROLB,74,Packers,59,53,76,68,74,82,OLB_PowerRusher,43,66,10,18,56,46,50,66,North Texas,5,55,La'Darius,75,78,87,launch-ratings,54,48,19,24,10,Hamilton,20,35,5,45,45,45,6,50,HamiltonLadarius_21241,1/18/98,Right,318,68,50,21241,78,12,45,45,45,Default Stride Loose,10,0,44,45,73,published,44,81,77,20,6,6,6,6,24,14,1000000,80,54,261,2,41
LaCale London,25,DT,77,Bears,59,53,67,67,79,79,DT_PowerRusher,22,63,12,15,28,16,25,52,W. Illinois,3,57,LaCale,78,78,87,launch-ratings,96,20,15,22,16,London,20,16,5,45,45,45,6,55,LondonLaCale_21951,8/5/97,Right,970,69,12,21951,76,13,45,45,45,Long Stride Loose,10,0,16,18,73,published,29,83,75,1,6,6,6,6,24,14,880000,81,26,316,2,22
Lafayette Pitts,29,CB,71,Falcons,59,58,89,86,82,88,CB_Zone,67,56,15,54,60,42,63,84,Pittsburgh,14,38,Lafayette,59,45,88,launch-ratings,38,74,17,18,78,Pitts,15,58,21,34,33,19,6,60,PittsLafayette_12489,9/24/92,Right,8398,31,65,12489,72,33,34,33,24,Default,31,0,61,62,90,published,39,64,51,14,6,6,6,6,27,13,1140000,80,28,196,5,61
Landen Akers,25,WR,72,Rams,59,54,88,79,92,90,WR_Playmaker,78,38,27,70,75,73,72,80,SMU,62,10,Landen,37,43,89,launch-ratings,84,72,18,22,75,Akers,22,15,64,22,20,29,20,25,AkersLanden_22576,7/7/97,Right,0,10,15,22576,48,64,28,29,45,Default Stride Loose,66,0,69,67,81,published,50,58,39,24,21,29,37,26,34,24,1580000,82,40,191,0,20
Landon Young,25,RT,78,Saints,59,67,66,61,75,78,OT_Power,14,36,12,8,22,26,28,44,Kentucky,7,17,Landon,35,74,84,launch-ratings,67,13,22,20,10,Young,72,12,13,62,68,65,6,21,YoungLandon_21851,8/21/97,Right,1634,22,10,21851,33,21,64,60,62,Default Stride Awkward,22,160000,23,10,80,published,10,90,32,27,6,6,12,6,35,10,3490000,89,24,321,1,12
Michael Joseph,27,CB,73,Bears,59,52,87,85,82,92,CB_Zone,70,47,10,49,58,36,70,86,Dubuque,8,34,Michael,53,48,84,launch-ratings,30,81,10,15,79,Joseph,18,57,14,35,35,25,6,55,JosephMichael_13411,3/19/95,Right,8956,24,70,13411,75,25,35,35,35,Default Stride Loose,21,0,73,70,89,published,35,57,50,1,6,6,6,6,29,10,880000,81,30,194,5,63
Myles Adams,24,LE,74,Seahawks,59,59,66,64,71,77,DE_PowerRusher,24,65,12,22,34,20,29,54,Rice,4,57,Myles,75,77,87,launch-ratings,95,24,10,15,10,Adams,29,18,8,45,45,45,6,58,AdamsMyles_21963,3/9/98,Right,805,66,14,21963,77,20,45,45,45,Default Stride Awkward,15,0,16,22,71,published,32,79,74,28,6,6,6,6,25,14,880000,75,27,290,2,23
Nick Leverett,25,RG,76,Buccaneers,59,60,61,56,73,61,G_Power,18,21,12,13,25,15,28,46,Rice,5,15,Nick,35,79,90,launch-ratings,60,19,11,16,10,Leverett,76,10,5,58,64,61,6,12,LeverettNick_21975,1/11/97,Right,1107,15,10,21975,23,20,64,66,65,Default Stride Awkward,10,80000,15,22,81,published,15,85,34,6,6,6,6,6,22,10,1480000,76,29,310,2,10
